age,income,employment_type,loan_amount,tenure_months,emi,credit_history_months,active_loans,past_delinquency,new_device_flag,kyc_mismatch,recent_txn_velocity,emi_income_ratio,loan_income_ratio,default
30,46457,self-employed,67910,9,8251,29,3,1,0,0,36,0.1776071379078357,1.4617521546792094,0
54,34624,salaried,28196,9,3545,46,0,0,0,0,35,0.10240546324446434,0.8143311183096512,0
46,38047,self-employed,8839,3,3383,16,1,1,0,0,32,0.0889304301476211,0.2323123417684301,0
50,33834,self-employed,85988,9,10190,34,4,0,0,0,41,0.3011929106220544,2.541454927596959,1
29,50802,self-employed,68945,6,11536,37,1,0,0,0,43,0.22708721724060063,1.3571195478923475,0
51,43435,salaried,26511,6,4687,44,1,1,1,0,44,0.10791387803615561,0.6103533610181231,0
24,43463,self-employed,63727,9,8010,10,3,0,0,0,6,0.18429483051216022,1.4662052383349908,0
26,42409,salaried,15589,12,1479,47,1,0,1,1,40,0.03489015036071738,0.3675842312165623,0
34,48587,salaried,74021,3,25576,45,0,0,0,0,19,0.526400007034473,1.5234619685982012,1
24,36070,self-employed,13616,6,2743,24,0,1,0,1,17,0.07606129533547219,0.3774837991395498,0
46,65511,salaried,56854,6,10200,38,0,0,0,0,15,0.1557004340111254,0.8678460161189163,0
59,21478,salaried,76606,3,26020,14,2,1,0,0,44,1.211491784281749,3.5667063593940647,1
37,14111,self-employed,37471,12,3349,10,1,1,0,0,13,0.23738541081423253,2.655404089584875,1
39,12869,salaried,45268,12,4377,12,1,0,0,0,11,0.3401096359662092,3.5173841085503574,1
26,10000,self-employed,32272,12,2957,10,2,1,0,0,16,0.2957376779722846,3.2272,1
49,50097,self-employed,64377,3,21862,21,2,0,0,1,16,0.4363899252868508,1.2850329720601352,1
31,48270,salaried,65835,12,5724,59,2,0,0,0,16,0.11858307262251996,1.3638760500636427,0
36,58116,self-employed,49659,6,8308,10,0,0,0,1,10,0.14295590707011946,0.8544711754994601,0
50,24150,salaried,39736,3,13465,57,4,0,1,0,27,0.5575791120540107,1.6453539460373448,1
45,51181,salaried,25492,9,3490,51,2,0,0,1,33,0.06819432370804981,0.4980664870120156,0
31,40852,salaried,81506,6,14168,18,1,0,0,0,1,0.34682896511017025,1.99513560881319,1
27,42498,salaried,24985,3,8801,3,1,1,0,0,12,0.2070952108400734,0.5878989871994388,0
46,49384,self-employed,62272,3,21197,52,4,0,0,0,32,0.42923482248709155,1.2609664455286285,0
42,28655,student,38799,6,7155,3,1,1,0,0,10,0.2497005945068168,1.353967977276402,1
45,78808,salaried,19761,3,7304,8,0,0,1,0,45,0.09269202115357827,0.2507463099200535,0
39,59978,salaried,45711,3,15534,33,4,0,0,0,3,0.2590025206716204,0.7621268481140441,0
51,32024,salaried,6083,3,2650,53,3,0,0,0,24,0.08277128210839851,0.18994885054625749,0
46,23638,salaried,60922,6,11140,18,4,1,0,0,45,0.4712764105463817,2.5771895018708584,1
56,38681,salaried,46515,9,5547,14,2,0,0,0,18,0.14341189515111635,1.2025147698376268,0
43,42733,student,87023,3,29861,8,0,1,1,0,12,0.6987885114685534,2.0363937656567126,1
33,55984,salaried,68450,6,11969,19,0,0,0,0,35,0.2138030221794797,1.222665764096102,0
45,22469,salaried,55610,6,10162,17,2,0,0,0,11,0.452273358233258,2.474944984299478,1
22,44282,salaried,39003,12,4039,42,4,0,0,0,28,0.09121957669685114,0.8807807260809073,0
22,17064,salaried,49541,9,6226,46,1,0,0,0,1,0.3648938432569808,2.903114811838072,1
36,46545,salaried,10255,12,1354,26,1,1,0,0,45,0.02909538359729876,0.2203226946893186,0
29,38387,student,52575,3,18070,11,4,0,1,0,36,0.4707397402535409,1.3695887125854933,1
48,69050,salaried,71983,12,6389,2,3,1,0,0,37,0.09253648773257925,1.0424735006873533,0
33,16809,self-employed,16260,6,2949,39,3,0,0,0,38,0.17543432443534482,0.967283576129007,0
55,60559,salaried,68904,3,23045,12,4,0,0,0,4,0.38054696380996283,1.13779713921082,0
33,14442,self-employed,20437,12,2428,45,4,1,0,0,17,0.16813164869582461,1.4150567829116192,0
51,20091,salaried,15644,12,1653,50,4,0,0,0,14,0.08228153259995101,0.778624328018261,0
41,14843,salaried,79016,3,26942,16,4,0,0,0,3,1.8150887328937635,5.32324354103355,1
52,43755,salaried,33520,6,6057,31,1,0,1,0,45,0.13843455800887444,0.7660788139894904,0
54,22394,salaried,6900,12,1181,16,3,1,0,0,5,0.05276734748541191,0.3081111211994013,0
28,19775,student,42630,9,5293,36,2,1,0,0,32,0.2677065355569228,2.155749223142812,1
22,43041,salaried,95166,6,16090,32,3,0,0,0,26,0.3738402027329398,2.2110281702953083,1
58,46776,self-employed,15048,3,5210,14,0,0,0,0,42,0.1113869890857671,0.32169909945334646,0
52,40597,student,24768,12,2214,51,0,0,0,1,22,0.05454704423336743,0.6100832279595109,0
48,37566,salaried,40141,9,5014,59,0,1,0,0,14,0.13348101112165492,1.0685257518124889,1
57,67433,self-employed,58389,6,10646,10,0,0,0,0,39,0.1578882852677077,0.8658734144443189,0
21,42187,self-employed,78947,3,26653,55,1,0,1,0,21,0.6317938059517342,1.8713343448464608,1
30,52085,salaried,61856,3,21387,47,1,0,1,0,21,0.4106180289576521,1.1875887124459872,1
24,42143,self-employed,72494,6,12254,59,1,0,0,0,34,0.29077977303061014,1.7201568238317066,0
55,23531,salaried,56882,9,6493,38,3,1,0,0,1,0.27595290574108433,2.4172339310060935,1
30,48248,salaried,79598,6,13653,30,2,0,0,1,29,0.28297835681984274,1.6497570873300051,1
31,30163,salaried,81983,3,27781,4,0,0,0,0,46,0.9210455389832254,2.7179952388295407,1
34,38635,self-employed,38936,3,13700,4,4,0,0,0,6,0.35460708938472035,1.0077854394141765,0
58,44581,salaried,18470,6,3552,16,4,0,0,0,10,0.0796883154710617,0.4143016830781183,0
32,10878,student,87937,12,7607,9,2,0,0,0,40,0.6993232099305964,8.083389155725113,1
37,15857,salaried,10915,6,2273,22,1,0,0,0,23,0.1433445369294512,0.6883192135413695,0
36,53641,self-employed,81934,9,9816,36,0,0,0,0,4,0.18299426012089598,1.5274257429216314,0
55,30043,self-employed,97536,3,32853,46,4,1,0,1,17,1.0935167808318442,3.2464598114547676,1
22,30755,student,7065,12,1116,38,2,1,0,0,6,0.03629690951786327,0.22971747392297703,0
31,42496,salaried,38999,3,13384,43,0,0,0,0,7,0.31496149905268606,0.9176974642896377,0
23,34214,salaried,83785,6,14408,57,1,0,0,1,48,0.42110826839863996,2.448786141641026,1
49,46263,self-employed,71963,3,24580,48,2,0,0,0,23,0.5313116011101924,1.555491766468198,1
38,39233,student,58884,12,5318,32,0,0,0,1,48,0.13555766946518807,1.5008727371183055,0
40,42979,salaried,79070,3,26435,32,0,0,0,0,16,0.6150842373469778,1.839733790614023,1
34,29472,self-employed,99721,6,17055,8,0,0,0,0,6,0.5787050884090069,3.3835701663293642,1
54,42903,salaried,9974,6,2039,49,0,0,0,1,3,0.047546864209708564,0.2324729174833299,0
51,56576,self-employed,28429,3,9953,53,0,1,0,0,18,0.17593259792792726,0.5024892359233214,0
38,31483,self-employed,99634,9,11575,43,4,0,0,0,8,0.367654968337142,3.1646139776980466,1
50,53729,self-employed,91759,6,16217,10,0,0,1,0,36,0.30183535752904506,1.7077868062340062,1
45,39226,salaried,93072,6,15967,34,2,0,0,0,27,0.4070699031123841,2.3726759731699283,1
39,51017,salaried,57365,12,5424,24,1,0,0,0,11,0.10633183089915176,1.1244241563566024,0
28,41931,salaried,43767,9,5284,6,3,1,0,0,36,0.12602795475085735,1.0437720370245869,1
48,39498,self-employed,75514,3,25761,54,4,1,0,1,23,0.6522032216011255,1.9118031635273405,1
28,45245,student,55367,3,18907,12,4,0,0,1,40,0.417872746239173,1.2236897630748929,1
51,58203,salaried,25779,12,2548,20,3,0,0,0,4,0.04379060177827517,0.44290798218570687,0
23,43541,salaried,74128,9,8860,43,4,0,0,0,19,0.2035026894806281,1.702469347581926,1
23,47177,salaried,73071,9,8685,45,2,1,0,0,3,0.1840934100550701,1.5488375543207802,1
42,34472,self-employed,6675,9,1536,58,2,1,0,0,13,0.04456447586286666,0.1936313345981822,0
37,63563,salaried,91394,6,15655,13,4,0,0,0,42,0.2462943374062186,1.4378423422866915,0
56,49605,self-employed,19549,12,2055,55,0,0,1,0,15,0.04142983030513273,0.3940928871916598,0
37,41165,salaried,81672,6,13964,12,0,0,0,0,12,0.3392206900159696,1.983985333143459,1
34,38160,salaried,36399,6,6522,11,1,0,1,0,11,0.1709326598901891,0.9538473291331867,0
29,54668,student,68785,12,6289,43,3,0,0,0,35,0.11504004941166115,1.2582171439106995,0
50,30906,self-employed,80424,9,9460,38,3,1,0,1,39,0.30608892328112,2.602134116390412,1
41,13256,salaried,94186,9,11169,16,3,1,1,0,41,0.8425713063652651,7.1046910930397935,1
32,41085,salaried,15606,3,5654,7,0,0,0,1,11,0.13762280278324232,0.37983746975378524,0
57,57850,student,85001,9,9713,30,1,0,0,0,21,0.1679084286991473,1.4693327434503083,0
52,63869,salaried,38673,3,13233,21,1,0,0,0,5,0.2071907355322207,0.6054990249265153,0
31,38390,self-employed,16847,6,3087,40,2,0,0,0,17,0.08043147185919335,0.4388314852065332,0
40,40653,salaried,65698,12,5849,30,0,0,0,0,3,0.14388935181959345,1.6160352986811353,0
55,47792,self-employed,7124,3,3028,43,4,0,0,0,23,0.06336236324810743,0.14905962140734214,0
31,36034,salaried,78721,12,6846,6,1,0,0,0,17,0.18999893107006185,2.184585183937057,1
28,47746,salaried,18644,12,1989,45,4,0,0,0,15,0.04167550606910488,0.39048224267757004,0
24,38718,self-employed,81469,12,7484,7,2,0,0,0,9,0.1933107011143425,2.104110521103786,1
47,55170,salaried,10660,12,1159,44,4,1,0,0,13,0.021020994903497552,0.1932191187356781,0
58,50844,salaried,91791,9,10760,48,1,0,0,0,12,0.21163119970221245,1.8053206352954914,0
50,52153,salaried,58463,12,5312,54,0,0,1,0,17,0.10185365664745617,1.1209811901077107,0
47,36920,self-employed,29027,12,2956,56,0,0,0,0,44,0.08007220570083239,0.7862084231627524,0
41,68888,salaried,56265,6,9813,2,1,1,0,0,7,0.14245972258079306,0.8167497519876077,0
40,47258,salaried,57692,12,5059,27,3,0,0,0,27,0.10706224806067519,1.2207704712683805,0
24,43709,salaried,97773,3,32723,50,2,0,0,0,4,0.74866156153791,2.2368867071264575,1
31,28585,self-employed,66127,3,22529,18,3,0,1,0,48,0.7881312722893411,2.313276945037689,1
33,38543,student,67027,3,22803,20,1,0,0,0,8,0.5916115258327452,1.7389771281342619,1
29,41715,salaried,51769,3,17713,33,4,0,1,0,44,0.42462124575814825,1.2409957031646361,1
24,28184,salaried,14926,6,3103,17,3,1,0,1,49,0.11012897646242986,0.5295754635047857,0
32,35615,self-employed,61969,6,10898,3,4,0,1,0,30,0.30600228646856414,1.7399572515780737,1
29,37512,salaried,86884,12,7473,20,4,1,0,0,5,0.19921953743858672,2.316103767465325,1
33,40838,self-employed,87840,9,10529,32,2,0,0,0,4,0.25783350380020315,2.15089519467642,1
46,13559,salaried,25249,12,2585,56,1,0,0,0,3,0.19069142076358261,1.862103709040596,1
58,37970,salaried,24059,12,2162,38,1,0,0,0,2,0.05694170128682027,0.6336160970158472,0
33,34339,salaried,50909,6,8976,13,1,0,0,1,4,0.2613946383895678,1.4825068651008504,1
59,39686,salaried,14574,9,1735,36,4,0,1,0,19,0.04372317004269132,0.36722595063722013,0
48,55529,self-employed,68929,12,6184,41,3,0,0,0,20,0.11137031205402434,1.241312029285967,0
39,70785,self-employed,31521,9,4524,40,1,1,0,0,30,0.06391801708060696,0.4453003434351373,0
44,50175,salaried,91097,12,8408,40,1,1,0,0,49,0.16758202037480316,1.8155616416565583,1
39,21483,self-employed,63052,6,10984,17,1,1,0,0,49,0.5113115043916094,2.9348806593525425,1
33,34818,salaried,87974,9,10693,22,3,1,0,0,44,0.307109469394615,2.5266166021204643,1
33,48939,self-employed,90985,12,8220,15,2,0,0,0,29,0.167972229395931,1.8591341072140024,1
48,47249,salaried,65949,6,11576,15,2,0,1,0,17,0.2450039687507599,1.3957650127785055,1
22,54809,salaried,39807,3,13839,12,1,0,0,0,10,0.2525067224506289,0.726274088161893,0
30,38539,student,70807,9,8800,8,1,0,0,0,41,0.22833612313647697,1.8372466713291165,1
42,34547,salaried,92931,12,8512,22,4,0,0,0,27,0.24639439831659338,2.6899489068662237,1
33,66286,self-employed,86056,6,14783,29,4,0,0,0,1,0.22302825729625966,1.2982459728327258,0
29,40880,self-employed,44208,3,15628,51,0,0,0,0,48,0.38230345914023944,1.0814074398801805,0
53,24749,self-employed,80139,9,9424,12,4,1,0,0,16,0.3807707753734765,3.2379545227509716,1
34,62127,salaried,40680,12,4071,36,3,0,0,0,20,0.06554273751058952,0.6547877222573482,0
40,17558,salaried,58595,12,5666,9,2,0,0,0,19,0.3227127214570057,3.3371173114910313,1
35,10000,student,27730,12,2574,56,4,0,0,0,24,0.2574461723760228,2.773,1
52,51540,salaried,69446,3,23595,16,2,1,0,0,35,0.4577963042269741,1.3473985299666402,1
53,53660,self-employed,62156,3,21577,46,3,0,0,0,39,0.4021175398571171,1.158319119811669,0
37,46210,self-employed,73521,3,24806,25,1,0,0,0,17,0.5368148205057265,1.5910125760235572,1
44,20463,salaried,61434,12,5779,14,2,0,0,0,34,0.2824294442038004,3.0021758018988023,1
50,39116,salaried,42399,6,7751,34,0,0,1,0,40,0.19815452277308732,1.0839034650311374,0
33,35827,salaried,26035,3,8907,38,2,0,0,0,12,0.24861650207196007,0.7266770158500189,0
36,31940,salaried,43641,3,14571,26,2,0,0,1,7,0.45619996328332185,1.3663147033174317,1
22,61181,self-employed,76747,3,26012,30,3,1,0,0,38,0.42516885704451696,1.2544245433856096,1
37,24300,self-employed,93715,12,8427,24,1,0,0,0,22,0.3468119182791976,3.8565829146477535,1
52,44741,self-employed,92222,3,30978,52,4,0,0,0,36,0.6923894270459173,2.061215254692788,1
28,57910,student,95371,3,32298,20,1,0,1,0,5,0.5577270367982408,1.6468630524111652,1
23,45721,student,51936,12,5121,18,3,0,1,0,9,0.11200433936341574,1.1359176846489834,0
32,58616,salaried,85642,9,10211,45,1,1,0,0,34,0.17421623753672075,1.4610493180789101,1
40,48455,salaried,83800,3,28928,18,0,0,1,0,11,0.5970005207696617,1.7294139588362214,1
36,46440,salaried,80834,9,9258,47,0,0,1,0,6,0.19936519995970792,1.7406023568593036,1
34,45502,self-employed,22164,9,3326,21,3,1,0,0,16,0.07310852264982412,0.48709386915046704,0
36,49201,salaried,18444,9,2371,19,1,1,0,0,49,0.048206094582510836,0.3748654846932645,0
53,34216,salaried,41350,3,13864,1,0,0,1,0,36,0.4052043810798269,1.2084666828027035,1
50,20471,self-employed,98562,3,33422,39,4,0,0,0,29,1.6326164601873159,4.814503658558874,1
32,54310,self-employed,60419,3,20568,47,1,1,0,0,38,0.37872245735393,1.1124705503660983,1
35,57426,student,21444,9,3031,47,3,0,0,0,9,0.0527930337920757,0.37341883070968435,0
38,43779,salaried,30419,12,3210,10,3,1,0,0,20,0.0733391892988545,0.6948200283029451,0
48,31774,student,96099,12,8540,51,0,0,0,0,18,0.26877837211211447,3.0244191462620678,1
43,16634,salaried,6408,3,2610,1,4,0,1,0,13,0.15693806005675232,0.3852294272063255,0
34,41287,self-employed,43306,6,7737,36,4,0,0,0,14,0.1873996652751868,1.0488988856897823,0
50,19765,salaried,47651,12,4760,8,4,0,0,0,21,0.24085080905251002,2.410786965615971,1
53,17665,self-employed,87738,6,15189,29,4,1,0,0,18,0.8598412064932608,4.966717743388089,1
35,39689,student,27977,9,3609,28,1,0,0,0,15,0.09093248554638116,0.7049051604055074,0
27,28543,self-employed,54732,6,9422,42,4,0,0,0,11,0.3301034999773381,1.9174972069928886,1
35,45179,self-employed,65576,6,11448,30,4,0,0,0,40,0.2533942564643881,1.4514501476454695,0
58,37610,student,50022,3,17185,32,2,0,0,0,39,0.45692716178354925,1.3299985980298552,1
31,30900,salaried,90326,6,15365,50,4,0,0,0,22,0.49727283098879504,2.923125970724097,1
49,14426,salaried,56520,9,6552,57,3,0,1,0,48,0.45421206998940855,3.91785161063834,1
51,27206,self-employed,19940,3,7202,5,4,0,0,0,34,0.26471580559827657,0.7329082924977134,0
45,27757,self-employed,24223,12,2555,50,3,0,0,0,47,0.09205071877188646,0.8726508149248812,0
44,21620,self-employed,30096,12,3340,49,4,0,0,0,8,0.15452780817723427,1.3920196214357154,0
39,35064,self-employed,12870,12,1500,21,0,0,0,0,18,0.04280508931397448,0.36703960848784667,0
22,22791,self-employed,48426,6,8593,36,4,0,1,1,11,0.37705658392359437,2.1247655772145175,1
42,37543,salaried,25796,3,8876,32,1,0,1,0,15,0.23643741706562746,0.6870897353374026,0
40,43606,salaried,53783,6,8944,9,0,0,1,0,37,0.20511512823490033,1.2333805563268063,0
53,27607,self-employed,66255,3,22299,52,2,0,0,0,15,0.8077265538910856,2.399895620858928,1
28,46381,salaried,13726,6,3057,34,2,0,0,0,18,0.06592066680703612,0.29593932199037803,0
45,19579,salaried,83269,3,28649,7,4,0,1,0,11,1.4632418437352948,4.252837861928973,1
29,23317,student,61814,9,7473,51,3,1,0,0,36,0.3205263009548086,2.6509886027830523,1
54,38301,salaried,99635,6,17158,51,3,0,0,0,20,0.4479827795166028,2.6013178149781218,1
43,50305,salaried,79448,9,9617,22,0,0,1,0,27,0.19117308207076725,1.5793067597562376,1
25,53010,salaried,10852,6,2142,47,2,0,0,0,26,0.04040849919161066,0.20471225609668747,0
45,64185,salaried,44230,9,5194,53,2,0,0,0,38,0.08093279100348152,0.6890925892410483,0
28,34351,student,98450,3,33416,35,2,0,1,0,49,0.9727893020719497,2.86598706676845,1
36,38087,self-employed,57822,12,5432,36,3,1,0,0,9,0.1426198603660016,1.5181366597704797,1
35,24509,salaried,84043,12,7511,12,0,0,0,0,15,0.30647921165905667,3.4289455662098733,1
21,21193,salaried,51416,6,9018,30,1,0,0,0,1,0.4255510160358995,2.4260262731979823,1
42,43428,student,74127,12,6597,5,0,0,0,0,45,0.15191619612924845,1.7068713227499115,0
23,28361,self-employed,60804,3,20818,7,3,1,0,0,26,0.7340329378549557,2.143859932728209,1
58,58485,salaried,28283,6,5076,45,0,0,0,0,45,0.08680280278461336,0.48358839516215624,0
34,18064,salaried,86072,12,8132,45,0,1,0,0,39,0.450216364540237,4.764779685140278,1
56,47295,salaried,69455,6,12195,2,4,0,1,0,29,0.2578568506306687,1.4685392165557996,1
38,24913,student,13711,12,1397,38,0,0,0,0,26,0.05608666073389317,0.5503351027504475,0
38,27693,self-employed,95054,9,10871,36,1,0,0,0,29,0.392567949116663,3.4323859084994206,1
23,48086,salaried,90106,12,7881,30,4,0,1,0,22,0.16391040776187094,1.8738244804161406,1
30,29861,salaried,57323,12,5712,21,1,0,0,0,34,0.19130216839767267,1.9196100890554861,1
59,32263,salaried,67545,6,11539,37,3,1,0,0,48,0.35767481794898304,2.093559175096909,1
21,27817,salaried,79572,9,9510,10,3,1,0,0,3,0.34189190232790967,2.8604886756717653,1
47,66775,salaried,82405,6,14206,40,3,1,0,0,10,0.21274721986824954,1.2340613782075158,1
47,30737,salaried,14598,6,2881,26,2,0,0,0,27,0.09374256537356694,0.47492159357607344,0
31,40773,self-employed,8776,12,1389,21,4,0,0,0,25,0.0340693279722572,0.2152389824414396,0
25,36971,student,44230,6,7908,10,4,0,0,1,1,0.21392203118736666,1.196333501672321,1
27,43321,salaried,29116,9,3708,37,4,0,0,0,29,0.08559783259769417,0.6720950115072031,0
39,30778,salaried,20970,12,1903,34,0,0,0,0,38,0.06184882589758622,0.6813098843384824,0
49,36987,self-employed,27594,9,3414,5,1,1,0,0,4,0.09231657128640872,0.7460309522689192,0
35,45909,salaried,14373,9,2095,49,4,1,0,0,43,0.045636503368365174,0.3130739571120152,0
55,27054,salaried,28098,3,9983,58,2,0,0,0,7,0.3690275091376834,1.0385552096896289,0
57,56339,salaried,90400,6,15560,1,1,0,0,0,42,0.27618552558395904,1.6045489573686034,1
32,57782,salaried,25640,12,2501,20,2,0,0,0,37,0.04328736833471855,0.44373520816521866,0
50,49097,salaried,38295,3,13205,18,0,1,0,0,13,0.2689725444872691,0.779980371134409,0
40,41048,student,37002,9,5041,53,0,1,1,0,25,0.12283005175523849,0.9014292684936159,0
57,10000,salaried,62838,3,21037,35,3,0,1,0,2,2.1037249675881085,6.2838,1
23,46364,salaried,7844,6,1744,43,1,0,0,0,18,0.03762494247664986,0.16918164765891847,0
29,34130,salaried,81045,9,9754,25,2,0,1,0,4,0.2858095737860634,2.3745940727836876,1
59,36305,salaried,52338,6,9190,41,0,0,0,0,46,0.2531348967457182,1.4415845169033819,0
46,11539,salaried,81012,9,9347,38,4,0,0,0,15,0.8100923130394588,7.02050547986551,1
22,47403,self-employed,44108,3,15350,34,1,0,0,0,28,0.32383284904823234,0.9304733926212039,0
43,18271,salaried,37572,12,3823,37,3,0,0,0,35,0.20926393143161187,2.0563414912735003,1
43,41776,student,52252,9,6534,44,1,1,0,0,29,0.15641684877795667,1.2507549666002082,1
41,53569,self-employed,49933,9,6156,18,0,0,0,0,36,0.11492841855403323,0.932109920068028,0
36,32960,self-employed,49439,9,6217,31,2,0,0,0,38,0.18863051496181663,1.4999661432724931,1
29,58240,salaried,19619,9,2801,40,1,0,0,0,40,0.04809592784332254,0.3368602101207106,0
33,28795,salaried,15618,12,1633,57,0,0,0,0,47,0.05674450299221784,0.5423831123296046,0
48,49006,salaried,31296,6,5702,37,0,1,0,1,8,0.1163538675063027,0.6386092142476856,0
47,20428,salaried,63832,12,5835,12,2,1,0,0,17,0.2856653769269836,3.1246980695197526,1
37,55466,salaried,87025,3,29710,8,4,1,0,0,45,0.535651653260159,1.5689521376262072,1
58,53139,student,38813,12,3630,23,3,0,0,0,26,0.0683183897384789,0.7303934017220441,0
56,47025,self-employed,60063,12,5618,32,1,0,1,0,2,0.11948065166634884,1.277246760119376,0
21,34100,salaried,50927,6,9267,22,2,0,0,0,34,0.2717719324763631,1.4934280915998757,0
38,18969,self-employed,17561,3,6078,55,0,0,1,0,8,0.3204268832861395,0.9257252850209541,0
29,34140,salaried,62243,3,20888,41,0,1,1,0,8,0.6118354110277923,1.823148194525453,1
33,56654,salaried,42176,6,7683,33,1,1,0,0,23,0.1356121118031623,0.7444407747170592,0
35,41949,salaried,68049,6,11817,45,1,0,0,1,47,0.28169668388839436,1.6221675270688103,1
24,16704,salaried,8840,6,2275,33,1,1,1,0,1,0.13620766781314803,0.5292004278184265,1
53,23129,salaried,63212,3,22195,52,3,0,0,1,46,0.9596418737000663,2.733009061232504,1
44,58797,salaried,62113,3,21485,3,4,1,0,1,26,0.3654233617397025,1.056392566017135,1
56,47318,salaried,61817,12,5380,11,4,0,0,0,21,0.1137105545904017,1.3063970774614788,0
